FOODID,FOODNAME_y,FOODTYPE,PROCESS,EDPORT,IGCLASS,IGCLASSP,CA,CAROTENS,FE,FIBC,FOL,ID,K,MG,NACL,NATRIUM,NIA,NIAEQ,P,RIBF,SE,THIA,VITA,VITB12,VITC,VITD,VITE,VITK,VITPYRID,ZN
11030,"FLOUR, RYE, FINE RYE FLOUR",FOOD,RAW,100,RYE,CERTOT,22.0,209.2,2.2,9.4,38.0,10.0,290.0,56.0,8.92,3.5,0.4,2.237,190.0,0.2,1.0,0.3,0.51,0.0,0.0,0.0,0.55,5.619,0.17,1.9
11045,ORANGE WITHOUT SKIN,FOOD,RAW,100,CITRUS,FRUITTOT,54.0,166.8,0.17,2.1,26.47,0.5,150.0,13.0,4.08,1.6,0.4,0.534,23.0,0.035,0.05,0.085,7.38,0.0,51.0,0.0,0.36,0.1,0.09,0.11
11046,"MANDARIN, AVERAGE, WITHOUT SKIN",FOOD,RAW,100,CITRUS,FRUITTOT,37.0,484.4,0.2,1.9,21.0,1.0,150.0,13.0,4.08,1.6,0.4,0.534,16.0,0.04,0.05,0.08,20.84,0.0,41.0,0.0,0.32,0.1,0.09,0.1
11047,"GRAPEFRUIT, WITHOUT SKIN",FOOD,RAW,100,CITRUS,FRUITTOT,33.0,23.1,0.1,1.4,26.0,1.0,160.0,11.0,5.1,2.0,0.269,0.386,20.0,0.035,0.1,0.05,0.66,0.0,33.0,0.0,0.32,0.02,0.04,0.1
11048,"LEMON, WITHOUT SKIN",FOOD,RAW,100,CITRUS,FRUITTOT,33.0,15.7,0.4,2.8,11.0,1.0,160.0,11.0,7.64,3.0,0.2,0.3,20.0,0.02,0.4,0.05,0.28,0.0,51.0,0.0,0.2,0.2,0.06,0.1
11049,"BANANA, WITHOUT SKIN",FOOD,RAW,100,FRUITOTH,FRUITTOT,6.2,29.7,1.0,1.8,12.54,1.0,358.4,31.32,12.74,5.0,0.7,0.917,24.9,0.06,0.32,0.04,1.68,0.0,10.0,0.0,0.21,0.5,0.5,0.19
11050,"KIWI FRUIT, WITHOUT SKIN",FOOD,RAW,100,FRUITOTH,FRUITTOT,32.17,226.8,1.0,2.7,42.0,0.0,289.7,13.46,12.74,5.0,0.3,0.601,26.9,0.05,0.5,0.006,3.68,0.0,67.0,0.0,0.043,34.3,0.12,0.09
11051,"PEACH/NECTARINE, WITHOUT SKIN AND STONE",FOOD,RAW,100,APPLE,FRUITTOT,8.0,151.4,0.5,2.1,3.0,1.0,200.0,11.0,2.55,1.0,0.6,0.684,20.0,0.06,0.4,0.02,9.27,0.0,6.6,0.0,0.96,1.5,0.03,0.1
11052,CHERRY WITHOUT STONE,FOOD,RAW,100,FRUITOTH,FRUITTOT,18.0,69.0,0.3,1.5,5.0,0.2,174.5,8.5,5.1,2.0,0.2,0.317,16.0,0.07,0.1,0.05,5.73,0.0,10.0,0.0,0.07,1.5,0.04,0.1
11053,"PLUM, WITHOUT STONE",FOOD,RAW,100,APPLE,FRUITTOT,16.0,677.3,0.3,1.7,3.0,1.0,220.0,10.0,7.64,3.0,0.4,0.47,20.0,0.12,0.11,0.02,36.02,0.0,5.0,0.0,0.85,12.0,0.04,0.1
11054,"APRICOT, AVERAGE, WITHOUT STONE",FOOD,RAW,100,APPLE,FRUITTOT,31.0,1037.0,0.43,1.9,5.0,1.0,160.0,8.8,5.1,2.0,0.5,0.65,11.0,0.05,1.0,0.04,66.9,0.0,10.0,0.0,0.96,3.3,0.05,0.33
11055,"WATERMELON, WITHOUT SKIN",FOOD,RAW,100,FRUITOTH,FRUITTOT,7.0,4861.8,0.5,1.1,2.0,1.0,100.0,8.0,5.1,2.0,0.2,0.233,10.0,0.02,0.1,0.03,23.44,0.0,11.0,0.0,0.05,0.2,0.14,0.1
11056,"PINEAPPLE, WITHOUT SKIN",FOOD,RAW,100,FRUITOTH,FRUITTOT,12.0,60.0,0.2,1.4,5.0,1.4,174.0,14.0,10.19,4.0,0.489,0.589,8.0,0.02,0.6,0.08,4.98,0.0,30.6,0.0,0.02,0.2,0.09,0.082
11057,"AVOCADO, WITHOUT SKIN AND STONE",FOOD,RAW,100,FRUITOTH,FRUITTOT,15.0,406.5,0.5,6.7,11.0,1.0,400.0,29.0,15.29,6.0,1.1,1.518,31.0,0.16,0.4,0.07,5.16,0.0,10.2,0.0,2.07,20.0,0.42,0.0
11060,"APPLE, DOMESTIC, WITHOUT SKIN",FOOD,RAW,100,APPLE,FRUITTOT,5.0,70.8,0.1,1.8,2.89,1.15,108.0,4.5,2.34,0.92,0.1,0.2,9.0,0.015,0.05,0.016,1.419,0.0,8.0,0.0,0.24,2.0,0.06,0.022
11061,"APPLE, IMPORTED, WITHOUT SKIN",FOOD,RAW,100,APPLE,FRUITTOT,4.0,91.8,0.08,1.8,2.89,1.15,120.0,4.0,2.34,0.92,0.1,0.15,9.0,0.015,0.05,0.016,3.69,0.0,4.0,0.0,0.24,2.0,0.05,0.016
11062,"PEAR, WITHOUT SKIN",FOOD,RAW,100,APPLE,FRUITTOT,11.0,131.8,0.2,3.9,2.0,1.0,150.0,7.0,3.47,1.36,0.3,0.35,13.0,0.03,1.0,0.01,1.64,0.0,6.0,0.0,0.06,2.0,0.02,0.1
11063,"PRUNE, WITHOUT STONE",FOOD,DRIE,100,APPLE,FRUITTOT,67.0,391.9,2.0,8.6,3.0,3.0,890.0,52.0,5.1,2.0,1.882,2.299,90.0,0.186,0.5,0.051,17.06,0.0,0.0,0.0,1.76,59.5,0.25,0.5
11064,"CHAMPIGNON, CANNED",FOOD,CANN,100,MUSHRO,VEGTOT,18.0,0.0,0.84,2.4,12.0,25.98,190.0,8.0,1324.96,520.0,5.39,5.858,76.0,0.25,2.9,0.02,0.0,0.0,1.0,0.206,0.0,0.294,0.07,0.501
11065,"ROSE HIP PUREE, WITHOUT SUGAR",FOOD,MASH,100,FRUITCAN,FRUITTOT,98.0,1200.0,0.22,4.1,52.0,1.0,230.0,31.0,3.31,1.3,0.5,0.533,21.0,0.07,10.0,0.06,99.6,0.0,45.2,0.0,1.6,25.9,0.01,0.06
11071,"EXOTIC FRUIT, AVERAGE, MANGO/PAPAYA, WITHOUT SKIN",FOOD,RAW,100,FRUITOTH,FRUITTOT,10.0,695.0,0.746,2.1,3.0,1.0,235.0,20.0,2.55,1.0,0.6,0.684,30.0,0.072,0.4,0.033,9.27,0.0,29.0,0.0,0.96,1.5,0.03,0.035
11072,SOURED CUCUMBER,FOOD,SOUR,100,VEGCANN,VEGTOT,20.34,551.1,0.173,0.63,8.68,1.05,200.7,12.089,2963.93,1163.24,0.18,0.33,28.5,0.081,0.453,0.036,10.125,0.0,7.2,0.0,0.036,13.5,0.04,0.083
11074,"SPROUT, ALFALFA",FOOD,RAW,100,VEGLEAF,VEGTOT,32.0,96.0,0.96,3.0,36.0,,79.0,27.0,15.29,6.0,0.481,1.082,70.0,0.126,1.0,0.08,7.97,0.0,8.2,0.0,0.02,30.5,0.03,0.92
11086,"NUT, CASHEW NUT",FOOD,RAW,100,NUTSEED,LEGUTOT,45.0,22.0,6.0,3.5,69.2,10.0,565.0,260.0,25.48,10.0,1.2,5.993,490.0,0.2,11.0,0.2,0.0,0.0,0.0,0.0,0.9,7.0,0.4,5.6
11089,CHICK PEA IN UNSALTED WATER,FOOD,BOIL,100,PEABEAN,LEGUTOT,49.0,18.0,2.9,5.0,172.0,,290.0,48.0,12.74,5.0,0.526,1.945,168.0,0.06,5.0,0.12,1.49,0.0,1.0,0.0,0.11,21.0,0.14,1.5
11090,"BEAN, WHITE BEAN, IN TOMATO SAUCE",FOOD,CANN,100,LEGUPROD,LEGUTOT,32.0,3572.6,1.3,5.0,65.0,1.93,265.0,31.0,1121.12,440.0,0.4,2.013,191.0,0.07,8.231,0.14,6.62,0.0,3.0,0.0,0.6,6.071,0.15,0.3
11134,"BASIL, FRESH",FOOD,RAW,100,VEGLEAF,VEGTOT,250.0,8838.0,5.5,1.6,64.0,,300.0,11.0,22.93,9.0,1.1,1.751,37.0,0.31,0.4,0.08,262.69,0.0,26.0,0.0,0.8,414.8,0.13,0.7
11135,"BAMBOO SHOOTS, CANNED",FOOD,CANN,100,VEGCANN,VEGTOT,13.0,8.0,0.4,1.4,36.0,,530.0,3.0,10.19,4.0,0.5,0.5,39.0,0.06,1.0,0.09,0.66,0.0,0.0,0.0,0.63,0.0,0.14,1.1
11203,"HONEYDEW MELON, WITHOUT SKIN",FOOD,RAW,100,FRUITOTH,FRUITTOT,9.0,57.0,0.1,0.8,2.0,,210.0,10.0,81.54,32.0,0.3,0.35,16.0,0.01,0.0,0.03,2.49,0.0,9.0,0.0,0.02,0.4,0.06,0.0
11212,SUNFLOWER SEED,FOOD,DRIE,100,NUTSEED,LEGUTOT,91.6,30.0,5.72,6.0,60.0,,898.0,419.0,2.55,1.0,4.5,10.3,947.0,0.25,15.42,2.3,2.49,0.0,0.0,0.0,40.0,2.7,0.77,7.01
11503,"GRAPE JUICE, UNSWEETENED",FOOD,MASH,100,JUICE,FRUITTOT,9.58,104.9,1.0,0.0,2.0,1.0,201.8,7.2,12.74,5.0,0.188,0.238,23.9,0.04,0.5,0.05,2.7,0.0,30.0,0.0,0.63,0.2,0.04,0.07
11505,BANANA CHIP,FOOD,DRIE,100,FRUITOTH,FRUITTOT,7.43,25.5,0.929,3.0,10.75,1.0,313.53,27.816,14.56,5.71,0.6,0.786,21.4,0.052,0.306,0.0343,1.444,0.0,8.57,0.0,4.475,31.114,0.32,0.163
11521,"RICE, WHITE, LONG-GRAIN, PARBOILED",FOOD,RAW,100,RICE,CERTOT,10.0,0.0,1.2,1.7,13.0,,230.0,90.0,12.74,5.0,5.137,6.456,260.0,0.07,2.0,0.4,0.0,0.0,0.0,0.0,0.03,0.16,0.07,2.0
11522,"RYE AND RICE MIX, CRASHED RYE GRAIN",FOOD,RAW,100,CEROTH,CERTOT,16.0,54.9,1.65,5.8,19.75,1.25,285.0,93.25,10.19,4.0,3.903,5.38,269.5,0.078,2.725,0.37,0.13,0.0,0.0,0.0,0.277,1.595,0.12,2.175
11557,"LEMON JUICE, UNSWEETENED, UNDILUTED",FOOD,MASH,100,JUICE,FRUITTOT,7.0,15.7,0.1,0.1,13.0,1.0,130.0,7.0,2.55,1.0,0.1,0.1,8.0,0.01,1.0,0.03,1.0,0.0,36.0,0.0,0.2,0.2,0.05,0.0
11589,HORSERADISH,FOOD,RAW,100,ROOT,VEGTOT,120.0,0.0,2.0,7.5,40.8,0.0,580.0,36.0,20.38,8.0,0.5,1.2,70.0,0.066,0.0,0.082,0.0,0.0,166.0,0.0,0.0,,0.18,1.4
11680,"POTATO, PEELED, VACUUM PACKED, CATERING",FOOD,RAW,100,POTATO,POTATOT,5.6,67.9,0.67,1.0,23.18,1.0,500.0,24.0,2.55,1.0,0.6,0.917,45.0,0.03,0.637,0.21,0.64,0.0,10.0,0.0,0.05,1.04,0.12,0.31
11689,"ASPARAGUS, RAW, CLEANED",FOOD,RAW,100,VEGLEAF,VEGTOT,27.0,315.0,0.7,3.5,175.0,,260.0,13.0,2.55,1.0,1.0,1.25,72.0,0.06,0.2,0.16,41.42,0.0,12.0,0.0,1.13,40.0,0.06,0.7
11734,SHIITAKE MUSHROOM,FOOD,RAW,100,MUSHRO,VEGTOT,0.4,0.0,0.28,3.3,25.0,3.0,224.0,13.0,2.8,1.1,2.6,2.6,73.0,0.15,0.33,0.05,0.0,0.07,2.1,0.1,0.0,,0.293,0.77
11735,OYSTER MUSHROOM,FOOD,RAW,100,MUSHRO,VEGTOT,0.1,0.0,0.43,2.4,51.0,3.0,298.0,16.0,0.0,0.0,5.2,5.2,110.0,0.2,1.2,0.07,0.0,0.05,1.6,0.02,0.0,0.0,0.11,0.66
28905,"FLOUR, WHOLE WHEAT FLOUR",FOOD,RAW,100,WHEAT,CERTOT,34.0,4.3,3.52,12.6,43.0,10.0,431.0,144.0,12.74,5.0,6.738,9.41,508.0,0.121,7.0,0.419,0.0,0.0,0.0,0.0,1.57,1.0,0.42,4.16
28909,RYE MACARONI,FOOD,RAW,100,WHEAT,CERTOT,25.85,83.5,2.616,6.0,34.65,9.5,325.05,94.6,28.03,11.0,3.966,6.237,336.4,0.117,5.601,0.3065,0.37,0.0,0.0,0.0,1.052,1.874,0.28,2.828
28910,"RICE, BROWN",FOOD,RAW,100,RICE,CERTOT,10.0,0.0,0.7,4.0,23.0,2.75,246.5,101.0,15.29,6.0,4.308,5.911,254.5,0.048,13.55,0.2075,0.0,0.0,0.0,0.0,0.36,0.512,0.37,1.78
28913,"POTATO, UNPEELED, AVARAGE, RAW",FOOD,RAW,85,POTATO,POTATOT,5.6,67.9,0.67,1.0,23.18,1.0,500.0,24.0,2.55,1.0,0.6,0.917,45.0,0.03,0.637,0.21,0.64,0.0,10.0,0.0,0.05,1.04,0.12,0.31
28915,"MUSKMELON/CANTALOUPE MELON, WITH SKIN",FOOD,RAW,50,FRUITOTH,FRUITTOT,10.0,52.5,0.15,0.45,2.5,2.0,105.0,5.5,10.19,4.0,0.3,0.317,6.5,0.01,0.2,0.02,1.845,0.0,13.0,0.0,0.025,0.5,0.03,0.0
28916,"APPLE, AVERAGE, WITH SKIN",FOOD,RAW,87,APPLE,FRUITTOT,3.92,70.7,0.078,1.566,2.51,1.0,99.18,3.697,2.04,0.8,0.087,0.152,7.8,0.013,0.044,0.0139,2.222,0.0,5.22,0.0,0.209,1.74,0.05,0.017
28917,"PEAR, WITH SKIN",FOOD,RAW,88,APPLE,FRUITTOT,9.68,116.0,0.176,3.432,1.76,0.88,132.0,6.16,3.05,1.2,0.264,0.308,11.4,0.026,0.88,0.0088,1.443,0.0,5.28,0.0,0.053,1.76,0.02,0.088
28918,"PLUM, WITH STONE",FOOD,RAW,92,APPLE,FRUITTOT,14.72,623.1,0.276,1.564,2.76,0.92,202.4,9.2,7.03,2.76,0.368,0.432,18.4,0.11,0.101,0.0184,33.138,0.0,4.6,0.0,0.782,11.04,0.04,0.092
28919,"PRUNE, WITH STONE",FOOD,DRIE,83,APPLE,FRUITTOT,55.61,325.3,1.66,7.138,2.49,2.49,738.7,43.16,4.23,1.66,1.562,1.908,74.7,0.154,0.415,0.0423,14.16,0.0,0.0,0.0,1.461,49.385,0.21,0.415
28920,CHERRY WITH STONE,FOOD,RAW,91,FRUITOTH,FRUITTOT,16.38,62.8,0.273,1.365,4.55,0.18,158.8,7.735,4.64,1.82,0.182,0.288,14.6,0.064,0.091,0.0455,5.214,0.0,9.1,0.0,0.064,1.365,0.04,0.091
28921,"APRICOT, AVERAGE, WITH STONE",FOOD,RAW,94,APPLE,FRUITTOT,29.14,974.8,0.404,1.786,4.7,0.94,150.4,8.272,4.79,1.88,0.47,0.611,10.3,0.047,0.94,0.0376,62.886,0.0,9.4,0.0,0.902,3.102,0.05,0.31
28922,"PEACH/NECTARINE, AVERAGE, WITH STONE",FOOD,RAW,87,APPLE,FRUITTOT,6.96,131.7,0.435,1.827,2.61,0.87,174.0,9.57,2.22,0.87,0.522,0.595,17.4,0.052,0.348,0.0174,8.065,0.0,5.74,0.0,0.835,1.305,0.03,0.087
28923,"PINEAPPLE, WITH SKIN",FOOD,RAW,53,FRUITOTH,FRUITTOT,6.36,31.8,0.106,0.742,2.65,0.74,92.22,7.42,5.4,2.12,0.259,0.312,4.2,0.011,0.318,0.0424,2.639,0.0,16.22,0.0,0.011,0.106,0.05,0.043
28924,"ORANGE, AVERAGE, WITH SKIN",FOOD,RAW,72,CITRUS,FRUITTOT,38.88,120.1,0.122,1.512,19.06,0.36,108.0,9.36,2.94,1.15,0.288,0.384,16.6,0.025,0.036,0.0612,5.314,0.0,36.72,0.0,0.259,0.072,0.06,0.079
28925,"LEMON, WITH SKIN",FOOD,RAW,65,CITRUS,FRUITTOT,21.45,10.2,0.26,1.82,7.15,0.65,104.0,7.15,4.97,1.95,0.13,0.195,13.0,0.013,0.26,0.0325,0.182,0.0,33.15,0.0,0.13,0.13,0.04,0.065
28926,"GRAPEFRUIT, AVERAGE, WITH SKIN",FOOD,RAW,65,CITRUS,FRUITTOT,21.45,15.0,0.065,0.91,16.9,0.65,104.0,7.15,3.31,1.3,0.175,0.251,13.0,0.023,0.065,0.0325,0.429,0.0,21.45,0.0,0.208,0.013,0.03,0.065
28928,"GRAPE LEAVES, CANNED",FOOD,CANN,100,VEGCANN,VEGTOT,390.0,,2.3,4.5,78.0,,45.0,41.0,5631.08,2210.0,0.5,0.5,35.0,0.24,0.9,0.08,136.95,0.0,15.0,0.0,1.79,97.3,0.14,0.3
28931,"WATERMELON, WITH SKIN",FOOD,RAW,55,FRUITOTH,FRUITTOT,3.85,2674.0,0.275,0.605,1.1,0.55,55.0,4.4,2.8,1.1,0.11,0.128,5.5,0.011,0.055,0.0165,12.892,0.0,6.05,0.0,0.028,0.11,0.08,0.055
28932,"GRAPE, AVERAGE, GREEN OR RED",FOOD,RAW,95,FRUITOTH,FRUITTOT,9.1,99.7,0.95,1.045,1.9,0.95,191.75,6.839,12.1,4.75,0.179,0.353,22.7,0.038,0.475,0.0475,2.565,0.0,4.56,0.0,0.598,18.05,0.04,0.068
28933,AVOCADO  WITH SKIN AND STONE,FOOD,RAW,71,FRUITOTH,FRUITTOT,10.65,288.6,0.355,4.757,7.81,0.71,284.0,20.59,10.86,4.26,0.781,1.077,22.0,0.114,0.284,0.0497,3.664,0.0,7.24,0.0,1.47,14.2,0.3,0.0
28934,"BANANA, WITH SKIN",FOOD,RAW,67,FRUITOTH,FRUITTOT,4.16,19.9,0.67,1.206,8.4,0.67,240.16,20.983,8.54,3.35,0.469,0.614,16.7,0.04,0.217,0.0268,1.126,0.0,6.7,0.0,0.141,0.335,0.34,0.124
28935,"MANDARIN, AVERAGE, WITH SKIN",FOOD,RAW,80,CITRUS,FRUITTOT,29.6,387.5,0.16,1.52,16.8,0.8,120.0,10.4,3.26,1.28,0.32,0.427,12.8,0.032,0.04,0.064,16.672,0.0,32.8,0.0,0.256,0.08,0.07,0.08
28936,"FIG, DRIED, WITH STEM",FOOD,DRIE,97,FRUITOTH,FRUITTOT,157.14,36.9,1.969,9.021,8.73,,659.6,65.96,24.72,9.7,0.6,1.022,65.0,0.08,0.582,0.0825,0.485,0.0,1.16,0.0,0.339,15.132,0.1,0.534
28937,"DATE, DRIED, WITH STONE",FOOD,DRIE,87,FRUITOTH,FRUITTOT,51.33,1152.8,1.479,7.16,13.05,0.0,687.3,41.76,20.84,8.18,1.654,1.508,64.4,0.087,0.396,0.0435,68.739,0.0,4.35,0.0,2.486,30.786,0.23,2.001
28938,"OLIVE, AVERAGE, WITHOUT STONE, IN OIL, GREEN/BLACK",FOOD,CANN,100,FRUITOTH,FRUITTOT,61.0,807.8,1.0,4.4,0.0,,91.0,22.0,6115.2,2400.0,0.0,0.434,17.0,0.0,1.125,0.0,23.63,0.0,0.0,0.0,1.65,1.4,0.01,0.22
28939,"KIWI FRUIT, WITH SKIN",FOOD,RAW,92,FRUITOTH,FRUITTOT,29.6,208.7,0.92,2.484,38.64,0.0,266.51,12.383,11.72,4.6,0.276,0.553,24.7,0.046,0.46,0.0055,3.386,0.0,61.64,0.0,0.04,31.556,0.11,0.082
28941,"APPLE, DOMESTIC, WITH SKIN",FOOD,RAW,87,APPLE,FRUITTOT,4.35,61.6,0.087,1.566,2.51,1.0,93.96,3.915,2.04,0.8,0.087,0.174,7.8,0.013,0.044,0.0139,1.235,0.0,6.96,0.0,0.209,5.0,0.05,0.019
28942,"APPLE, IMPORTED, WITH SKIN",FOOD,RAW,87,APPLE,FRUITTOT,3.48,79.9,0.07,1.566,2.51,1.0,104.4,3.48,2.04,0.8,0.087,0.131,7.8,0.013,0.044,0.0139,3.21,0.0,3.48,0.0,0.209,5.0,0.04,0.014
28944,HONEYDEW MELON WITH SKIN,FOOD,RAW,50,FRUITOTH,FRUITTOT,4.5,28.5,0.05,0.4,1.0,,105.0,5.0,40.77,16.0,0.15,0.175,8.0,0.005,0.0,0.015,1.245,0.0,4.5,0.0,0.01,0.2,0.03,0.0
28962,"SWEET CORN, CORN ON THE COB",FOOD,RAW,60,VEGLEAF,VEGTOT,1.2,509.5,0.312,2.22,24.6,0.0,162.0,22.2,4.58,1.8,1.14,1.591,53.4,0.048,0.24,0.09,4.17,0.0,7.2,0.0,0.048,0.18,0.13,0.0
29014,COCONUT MILK,FOOD,CANN,100,LEGULIQ,LEGUTOT,18.0,0.0,3.3,0.49,14.0,0.7,220.0,46.0,33.12,13.0,0.637,1.038,96.0,0.0,0.382,0.022,0.0,0.0,1.0,0.0,0.15,3.0,0.03,0.56
29055,"NOODLE, RICE NOODLE",FOOD,RAW,100,RICE,CERTOT,18.0,0.0,0.7,1.6,7.0,0.0,30.0,12.0,463.74,182.0,0.221,0.888,153.0,0.017,15.1,0.031,0.0,0.0,0.0,0.0,0.036,0.036,0.01,0.74
29150,"JUICE DRINK, LINGONBERRY, DILUTED, CONTAINS SUGAR",FOOD,MIX,100,FBDRINK,FRUITTOT,4.2,1.9,0.08,0.0,0.0,0.0,27.0,1.4,2.66,1.04,0.03,0.038,2.0,0.004,0.062,0.08,0.05,0.0,0.4,0.0,0.092,0.54,0.02,0.008
29208,COUSCOUS,FOOD,RAW,100,WHEAT,CERTOT,13.0,4.3,1.2,5.0,42.0,5.0,150.0,21.0,7.64,3.0,1.0,3.722,95.0,0.05,,0.08,0.36,0.0,0.0,0.0,0.15,1.0,0.11,0.8
29217,RUFOUS MILKCAP,FOOD,RAW,100,MUSHRO,VEGTOT,2.8,0.0,1.0,1.5,35.0,1.0,290.0,10.0,8.15,3.2,5.5,6.051,55.0,0.42,1.2,0.1,0.0,0.06,1.3,5.5,0.0,0.3,0.18,0.62
29237,RYE BRAN,FOOD,RAW,100,RYE,CERTOT,45.0,219.7,9.5,39.0,58.0,5.0,900.0,300.0,2.55,1.0,0.2,3.173,750.0,0.16,5.0,0.31,0.54,0.0,0.0,0.0,1.02,5.9,0.17,8.0
29410,PORCINI,FOOD,RAW,100,MUSHRO,VEGTOT,1.4,0.0,0.77,3.0,29.5,1.0,270.0,6.9,12.77,5.01,4.9,8.407,47.0,0.353,11.0,0.138,0.0,0.06,0.25,2.62,0.0,0.3,0.18,0.9
29496,"MACARONI, GLUTEN-FREE",FOOD,RAW,100,CEROTH,CERTOT,57.6,4.8,2.12,3.16,87.0,7.0,422.2,62.0,10.55,4.14,0.5,2.801,153.0,0.058,2.4,0.18,0.4,0.0,0.0,0.0,0.038,0.82,0.14,0.68
29499,"FLOUR MIXTURE, NATURALLY GLUTEN-FREE, RICE, CORN, POTATO",FOOD,MIX,100,CEROTH,CERTOT,190.0,0.0,6.5,3.0,7.95,7.75,88.5,22.405,1274.0,500.0,4.0,4.98,81.0,0.4,9.175,0.4,0.0,0.0,0.0,0.0,0.024,0.024,0.42,0.811
29685,"PLUM JUICE, UNSWEETENED",FOOD,BOIL,100,JUICE,FRUITTOT,4.12,65.0,0.032,0.163,0.29,0.32,21.13,0.96,2.94,1.15,0.038,0.045,1.9,0.012,0.076,0.0019,3.458,0.0,0.48,0.0,0.082,1.152,0.0,0.01
29822,"FLOUR, CORN MEAL, COARSELY GROUND",FOOD,RAW,100,CEROTH,CERTOT,5.0,1515.0,1.1,7.4,15.0,,162.0,40.0,7.64,3.0,1.0,1.635,84.0,0.05,7.8,0.14,10.67,0.0,0.0,0.0,0.15,0.3,0.257,0.72
29823,"FLOUR, CORN MEAL, FINELY GROUND",FOOD,RAW,100,CEROTH,CERTOT,2.0,1515.0,0.91,1.9,15.0,,90.0,18.0,2.55,1.0,2.656,3.291,60.0,0.058,8.0,0.074,10.67,0.0,0.0,0.0,0.15,0.3,0.097,0.37
30104,TAPIOCA,FOOD,DRIE,100,STARCH,CERTOT,20.0,0.0,1.58,0.9,4.0,,11.0,1.0,2.55,1.0,0.0,0.05,7.0,0.0,0.8,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.12
